Verification type,Type,SubType,Lane configuration,Width,Support,Positioning of internal forces influence line,Action effect,Span,"?Q1,global","?Q2,global","?q,global Class+","?q,global Class","?Q1,local","?Q2,local"
Both,Slab,Long,Uni2L,9,Fixed,p2,MxMid,30,0.55,0.35,0.474908692,0.334324008,0.55,0.4
Both,Slab,Long,Uni2L,9,Fixed,p2,MxEdg,15,0.55,0.35,0.378798995,0.226075135,0.55,0.4
Both,Slab,Long,Uni2L,9,Fixed,p2,MxEdg,20,0.55,0.35,0.401367321,0.233594507,0.55,0.4
Both,Slab,Long,Uni2L,9,Fixed,p2,MxEdg,25,0.55,0.35,0.469680798,0.21746115,0.55,0.4
Both,Slab,Long,Uni2L,9,Fixed,p2,MxEdg,30,0.55,0.35,0.401987063,0.211974103,0.55,0.4
Both,Slab,Long,Uni2L,9,Fixed,p3,V,15,0.55,0.35,-0.17937898,-0.211954138,0.55,0.4
Both,Slab,Long,Uni2L,9,Fixed,p3,V,20,0.55,0.35,0.021843048,-0.063977124,0.55,0.4
Both,Slab,Long,Uni2L,9,Fixed,p3,V,25,0.55,0.35,0.166142558,0.026067546,0.55,0.4
Both,Slab,Long,Uni2L,9,Fixed,p3,V,30,0.55,0.35,0.197409301,0.070375068,0.55,0.4
Both,Slab,Long,Uni2L,9,Fixed,p3,Mp,15,0.55,0.35,-0.251245394,-0.454113933,0.55,0.4
Both,Slab,Long,Uni2L,9,Fixed,p3,Mp,20,0.55,0.35,0.053218671,-0.143555616,0.55,0.4
Both,Slab,Long,Uni2L,9,Fixed,p3,Mp,25,0.55,0.35,0.154129262,-0.042434948,0.55,0.4
Both,Slab,Long,Uni2L,9,Fixed,p3,Mp,30,0.55,0.35,0.224450685,0.044279742,0.55,0.4
Both,Slab,Long,Uni2L,9,Fixed,p3,Mn,15,0.55,0.35,0.411862734,0.182477744,0.55,0.4
Both,Slab,Long,Uni2L,9,Fixed,p3,Mn,20,0.55,0.35,0.456268557,0.236119809,0.55,0.4
Both,Slab,Long,Uni2L,9,Fixed,p3,Mn,25,0.55,0.35,0.442681771,0.247909633,0.55,0.4
Both,Slab,Long,Uni2L,9,Fixed,p3,Mn,30,0.55,0.35,0.415807693,0.249209984,0.55,0.4
Both,Slab,Long,Uni2L,9,Fixed,p3,MxMid,15,0.55,0.35,-0.165850145,-0.368716032,0.55,0.4
Both,Slab,Long,Uni2L,9,Fixed,p3,MxMid,20,0.55,0.35,0.001775433,-0.184568987,0.55,0.4
Both,Slab,Long,Uni2L,9,Fixed,p3,MxMid,25,0.55,0.35,-0.010467599,-0.197179456,0.55,0.4
Both,Slab,Long,Uni2L,9,Fixed,p3,MxMid,30,0.55,0.35,0.052430653,-0.115573124,0.55,0.4
Both,Slab,Long,Uni2L,9,Fixed,p3,MxEdg,15,0.55,0.35,0.419471391,0.18995968,0.55,0.4
Both,Slab,Long,Uni2L,9,Fixed,p3,MxEdg,20,0.55,0.35,0.454854358,0.234421086,0.55,0.4
Both,Slab,Long,Uni2L,9,Fixed,p3,MxEdg,25,0.55,0.35,0.445599817,0.252709617,0.55,0.4
Both,Slab,Long,Uni2L,9,Fixed,p3,MxEdg,30,0.55,0.35,0.414934557,0.248608438,0.55,0.4
Both,Slab,Long,Uni2L,9,Semi,p1,V,15,0.55,0.35,0.125508659,-0.008283024,0.55,0.4
Both,Slab,Long,Uni2L,9,Semi,p1,V,20,0.55,0.35,0.189358256,0.103829195,0.55,0.4
Both,Slab,Long,Uni2L,9,Semi,p1,V,25,0.55,0.35,0.216588071,0.094824638,0.55,0.4
Both,Slab,Long,Uni2L,9,Semi,p1,V,30,0.55,0.35,0.213455799,0.086989651,0.55,0.4
Both,Slab,Long,Uni2L,9,Semi,p1,Mp,15,0.55,0.35,0.22173883,-0.094670253,0.55,0.4
Both,Slab,Long,Uni2L,9,Semi,p1,Mp,20,0.55,0.35,0.366091818,0.053472811,0.55,0.4
Both,Slab,Long,Uni2L,9,Semi,p1,Mp,25,0.55,0.35,0.349578155,0.086125594,0.55,0.4
Both,Slab,Long,Uni2L,9,Semi,p1,Mp,30,0.55,0.35,0.351484884,0.12091707,0.55,0.4
Both,Slab,Long,Uni2L,9,Semi,p1,Mn,15,0.55,0.35,0.378960827,0.225385517,0.55,0.4
Both,Slab,Long,Uni2L,9,Semi,p1,Mn,20,0.55,0.35,0.490496658,0.221982609,0.55,0.4
Both,Slab,Long,Uni2L,9,Semi,p1,Mn,25,0.55,0.35,0.416015693,0.225629386,0.55,0.4
Both,Slab,Long,Uni2L,9,Semi,p1,Mn,30,0.55,0.35,0.429507064,0.221952739,0.55,0.4
Both,Slab,Long,Uni2L,9,Semi,p1,MxMid,15,0.55,0.35,0.431522812,0.029352607,0.55,0.4
Both,Slab,Long,Uni2L,9,Semi,p1,MxMid,20,0.55,0.35,0.462791165,0.105660786,0.55,0.4
Both,Slab,Long,Uni2L,9,Semi,p1,MxMid,25,0.55,0.35,0.411298224,0.032185249,0.55,0.4
Both,Slab,Long,Uni2L,9,Semi,p1,MxMid,30,0.55,0.35,0.41698675,0.070595277,0.55,0.4
Both,Slab,Long,Uni2L,9,Semi,p1,MxEdg,15,0.55,0.35,0.390022012,0.236421041,0.55,0.4
Both,Slab,Long,Uni2L,9,Semi,p1,MxEdg,20,0.55,0.35,0.397525142,0.218631417,0.55,0.4
Both,Slab,Long,Uni2L,9,Semi,p1,MxEdg,25,0.55,0.35,0.412198234,0.222523683,0.55,0.4
Both,Slab,Long,Uni2L,9,Semi,p1,MxEdg,30,0.55,0.35,0.429357953,0.22386376,0.55,0.4
Both,Slab,Long,Uni2L,9,Semi,p2,V,15,0.55,0.35,0.102227889,-0.132997299,0.55,0.4
Both,Slab,Long,Uni2L,9,Semi,p2,V,20,0.55,0.35,0.181910384,0.030191346,0.55,0.4
Both,Slab,Long,Uni2L,9,Semi,p2,V,25,0.55,0.35,0.196416946,0.048384961,0.55,0.4
Both,Slab,Long,Uni2L,9,Semi,p2,V,30,0.55,0.35,0.194300731,0.057235069,0.55,0.4
Both,Slab,Long,Uni2L,9,Semi,p2,Mp,15,0.55,0.35,0.085172068,-0.180841243,0.55,0.4
Both,Slab,Long,Uni2L,9,Semi,p2,Mp,20,0.55,0.35,0.30672484,0.02897439,0.55,0.4
Both,Slab,Long,Uni2L,9,Semi,p2,Mp,25,0.55,0.35,0.302450657,0.065681878,0.55,0.4
Both,Slab,Long,Uni2L,9,Semi,p2,Mp,30,0.55,0.35,0.324516816,0.118212099,0.55,0.4
Both,Slab,Long,Uni2L,9,Semi,p2,Mn,15,0.55,0.35,0.376662086,0.206527825,0.55,0.4
Both,Slab,Long,Uni2L,9,Semi,p2,Mn,20,0.55,0.35,0.4498019,0.228300986,0.55,0.4
Both,Slab,Long,Uni2L,9,Semi,p2,Mn,25,0.55,0.35,0.460976487,0.23714717,0.55,0.4
Both,Slab,Long,Uni2L,9,Semi,p2,Mn,30,0.55,0.35,0.415609659,0.234811975,0.55,0.4
Both,Slab,Long,Uni2L,9,Semi,p2,MxMid,15,0.55,0.35,0.481883177,0.175283799,0.55,0.4
Both,Slab,Long,Uni2L,9,Semi,p2,MxMid,20,0.55,0.35,0.501762009,0.36842425,0.55,0.4
Both,Slab,Long,Uni2L,9,Semi,p2,MxMid,25,0.55,0.35,0.448107759,0.267626247,0.55,0.4
Both,Slab,Long,Uni2L,9,Semi,p2,MxMid,30,0.55,0.35,0.468804368,0.325645664,0.55,0.4
Both,Slab,Long,Uni2L,9,Semi,p2,MxEdg,15,0.55,0.35,0.395978513,0.228471403,0.55,0.4
Both,Slab,Long,Uni2L,9,Semi,p2,MxEdg,20,0.55,0.35,0.461234744,0.222127662,0.55,0.4
Both,Slab,Long,Uni2L,9,Semi,p2,MxEdg,25,0.55,0.35,0.463826429,0.23396436,0.55,0.4
Both,Slab,Long,Uni2L,9,Semi,p2,MxEdg,30,0.55,0.35,0.413150682,0.23342542,0.55,0.4
Both,Slab,Long,Uni2L,9,Semi,p3,V,15,0.55,0.35,-0.125668855,-0.191587026,0.55,0.4
Both,Slab,Long,Uni2L,9,Semi,p3,V,20,0.55,0.35,0.031372606,-0.05109081,0.55,0.4
Both,Slab,Long,Uni2L,9,Semi,p3,V,25,0.55,0.35,0.142021864,0.012477935,0.55,0.4
Both,Slab,Long,Uni2L,9,Semi,p3,V,30,0.55,0.35,0.162097727,0.044349093,0.55,0.4
Both,Slab,Long,Uni2L,9,Semi,p3,Mp,15,0.55,0.35,0.060257251,-0.16733793,0.55,0.4
Both,Slab,Long,Uni2L,9,Semi,p3,Mp,20,0.55,0.35,0.233122845,0.029749984,0.55,0.4
Both,Slab,Long,Uni2L,9,Semi,p3,Mp,25,0.55,0.35,0.269370056,0.083343175,0.55,0.4
Both,Slab,Long,Uni2L,9,Semi,p3,Mp,30,0.55,0.35,0.292024373,0.124238379,0.55,0.4
Both,Slab,Long,Uni2L,9,Semi,p3,Mn,15,0.55,0.35,0.449201945,0.215873123,0.55,0.4
Both,Slab,Long,Uni2L,9,Semi,p3,Mn,20,0.55,0.35,0.460994929,0.247800909,0.55,0.4
Both,Slab,Long,Uni2L,9,Semi,p3,Mn,25,0.55,0.35,0.437285785,0.25630245,0.55,0.4
Both,Slab,Long,Uni2L,9,Semi,p3,Mn,30,0.55,0.35,0.401883086,0.249029759,0.55,0.4
Both,Slab,Long,Uni2L,9,Semi,p3,MxMid,15,0.55,0.35,-0.08350951,-0.291882147,0.55,0.4
Both,Slab,Long,Uni2L,9,Semi,p3,MxMid,20,0.55,0.35,0.036111843,-0.148118428,0.55,0.4
Both,Slab,Long,Uni2L,9,Semi,p3,MxMid,25,0.55,0.35,0.015505559,-0.168983975,0.55,0.4
Both,Slab,Long,Uni2L,9,Semi,p3,MxMid,30,0.55,0.35,0.056832267,-0.105158545,0.55,0.4
Both,Slab,Long,Uni2L,9,Semi,p3,MxEdg,15,0.55,0.35,0.449372191,0.20751672,0.55,0.4
Both,Slab,Long,Uni2L,9,Semi,p3,MxEdg,20,0.55,0.35,0.468647081,0.257395691,0.55,0.4
Both,Slab,Long,Uni2L,9,Semi,p3,MxEdg,25,0.55,0.35,0.433423539,0.253902168,0.55,0.4
Both,Slab,Long,Uni2L,9,Semi,p3,MxEdg,30,0.55,0.35,0.404168397,0.254311252,0.55,0.4
Both,Slab,Long,Bi2L,9,Fixed,p1,V,15,0.55,0.35,0.02297213,-0.158132097,0.55,0.4
Both,Slab,Long,Bi2L,9,Fixed,p1,V,20,0.55,0.35,0.226056925,-0.03674544,0.55,0.4
Both,Slab,Long,Bi2L,9,Fixed,p1,V,25,0.55,0.35,0.278698174,-0.036987918,0.55,0.4
Both,Slab,Long,Bi2L,9,Fixed,p1,V,30,0.55,0.35,0.281300087,0.016492662,0.55,0.4
Both,Slab,Long,Bi2L,9,Fixed,p1,Mp,15,0.55,0.35,-0.62080827,-0.642834041,0.55,0.4
Both,Slab,Long,Bi2L,9,Fixed,p1,Mp,20,0.55,0.35,-0.341835577,-0.409074408,0.55,0.4
Both,Slab,Long,Bi2L,9,Fixed,p1,Mp,25,0.55,0.35,-0.214532268,-0.319030431,0.55,0.4
Both,Slab,Long,Bi2L,9,Fixed,p1,Mp,30,0.55,0.35,-0.106449526,-0.167568248,0.55,0.4
Both,Slab,Long,Bi2L,9,Fixed,p1,Mn,15,0.55,0.35,0.111901978,-0.162625976,0.55,0.4
Both,Slab,Long,Bi2L,9,Fixed,p1,Mn,20,0.55,0.35,0.21326123,-0.073373994,0.55,0.4
Both,Slab,Long,Bi2L,9,Fixed,p1,Mn,25,0.55,0.35,0.227130501,0.030272004,0.55,0.4
Both,Slab,Long,Bi2L,9,Fixed,p1,Mn,30,0.55,0.35,0.205720575,0.131129816,0.55,0.4
Both,Slab,Long,Bi2L,9,Fixed,p1,MxMid,15,0.55,0.35,-0.279103015,-0.371174829,0.55,0.4
Both,Slab,Long,Bi2L,9,Fixed,p1,MxMid,20,0.55,0.35,-0.125462076,-0.238369485,0.55,0.4
Both,Slab,Long,Bi2L,9,Fixed,p1,MxMid,25,0.55,0.35,-0.144892748,-0.270192198,0.55,0.4
Both,Slab,Long,Bi2L,9,Fixed,p1,MxMid,30,0.55,0.35,-0.088980534,-0.209702942,0.55,0.4
Both,Slab,Long,Bi2L,9,Fixed,p1,MxEdg,15,0.55,0.35,0.107766394,-0.164905311,0.55,0.4
Both,Slab,Long,Bi2L,9,Fixed,p1,MxEdg,20,0.55,0.35,0.212083256,-0.074850295,0.55,0.4
Both,Slab,Long,Bi2L,9,Fixed,p1,MxEdg,25,0.55,0.35,0.227170917,0.101872726,0.55,0.4
Both,Slab,Long,Bi2L,9,Fixed,p1,MxEdg,30,0.55,0.35,0.205384943,0.132868373,0.55,0.4
Both,Slab,Long,Bi2L,9,Fixed,p2,V,15,0.55,0.35,-0.22650725,-0.333265478,0.55,0.4
Both,Slab,Long,Bi2L,9,Fixed,p2,V,20,0.55,0.35,-0.068174695,-0.247848258,0.55,0.4
Both,Slab,Long,Bi2L,9,Fixed,p2,V,25,0.55,0.35,0.018728804,-0.163978681,0.55,0.4
Both,Slab,Long,Bi2L,9,Fixed,p2,V,30,0.55,0.35,0.072475028,-0.006541209,0.55,0.4
Both,Slab,Long,Bi2L,9,Fixed,p2,Mp,15,0.55,0.35,-0.787453336,-0.816724278,0.55,0.4
Both,Slab,Long,Bi2L,9,Fixed,p2,Mp,20,0.55,0.35,-0.430515447,-0.504931132,0.55,0.4
Both,Slab,Long,Bi2L,9,Fixed,p2,Mp,25,0.55,0.35,-0.293228142,-0.343100903,0.55,0.4
Both,Slab,Long,Bi2L,9,Fixed,p2,Mp,30,0.55,0.35,-0.129660708,-0.160908821,0.55,0.4
Both,Slab,Long,Bi2L,9,Fixed,p2,Mn,15,0.55,0.35,-0.022115285,-0.221594202,0.55,0.4
Both,Slab,Long,Bi2L,9,Fixed,p2,Mn,20,0.55,0.35,0.126991152,-0.001451172,0.55,0.4
Both,Slab,Long,Bi2L,9,Fixed,p2,Mn,25,0.55,0.35,0.211949819,0.170673715,0.55,0.4
Both,Slab,Long,Bi2L,9,Fixed,p2,Mn,30,0.55,0.35,0.226360778,0.187922609,0.55,0.4
Both,Slab,Long,Bi2L,9,Fixed,p2,MxMid,15,0.55,0.35,-0.067955483,-0.165402832,0.55,0.4
Both,Slab,Long,Bi2L,9,Fixed,p2,MxMid,20,0.55,0.35,0.083156804,-0.151678951,0.55,0.4
Both,Slab,Long,Bi2L,9,Fixed,p2,MxMid,25,0.55,0.35,0.022211517,-0.109965424,0.55,0.4
Both,Slab,Long,Bi2L,9,Fixed,p2,MxMid,30,0.55,0.35,0.090864192,-0.143292736,0.55,0.4
Both,Slab,Long,Bi2L,9,Fixed,p2,MxEdg,15,0.55,0.35,-0.013822232,-0.215096458,0.55,0.4
Both,Slab,Long,Bi2L,9,Fixed,p2,MxEdg,20,0.55,0.35,0.130260105,-0.000360395,0.55,0.4
Both,Slab,Long,Bi2L,9,Fixed,p2,MxEdg,25,0.55,0.35,0.211927102,0.170867953,0.55,0.4
Both,Slab,Long,Bi2L,9,Fixed,p2,MxEdg,30,0.55,0.35,0.226327928,0.188382382,0.55,0.4
Both,Slab,Long,Bi2L,9,Fixed,p3,V,15,0.55,0.35,-0.685519636,-0.693468885,0.55,0.4
Both,Slab,Long,Bi2L,9,Fixed,p3,V,20,0.55,0.35,-0.392822122,-0.39801322,0.55,0.4
Both,Slab,Long,Bi2L,9,Fixed,p3,V,25,0.55,0.35,-0.203998481,-0.208830462,0.55,0.4
Both,Slab,Long,Bi2L,9,Fixed,p3,V,30,0.55,0.35,-0.060345439,-0.000926207,0.55,0.4
Both,Slab,Long,Bi2L,9,Fixed,p3,Mp,15,0.55,0.35,-0.849758682,-0.849422758,0.55,0.4
Both,Slab,Long,Bi2L,9,Fixed,p3,Mp,20,0.55,0.35,-0.446453089,-0.45012397,0.55,0.4
Both,Slab,Long,Bi2L,9,Fixed,p3,Mp,25,0.55,0.35,-0.263476179,-0.269882052,0.55,0.4
Both,Slab,Long,Bi2L,9,Fixed,p3,Mp,30,0.55,0.35,-0.125689661,-0.132701413,0.55,0.4
Both,Slab,Long,Bi2L,9,Fixed,p3,Mn,15,0.55,0.35,-0.10197964,-0.114043832,0.55,0.4
Both,Slab,Long,Bi2L,9,Fixed,p3,Mn,20,0.55,0.35,0.106764708,0.166254498,0.55,0.4
Both,Slab,Long,Bi2L,9,Fixed,p3,Mn,25,0.55,0.35,0.174986515,0.248834185,0.55,0.4
Both,Slab,Long,Bi2L,9,Fixed,p3,Mn,30,0.55,0.35,0.2685488,0.244406883,0.55,0.4
Both,Slab,Long,Bi2L,9,Fixed,p3,MxMid,15,0.55,0.35,-0.743846933,-0.744819316,0.55,0.4
Both,Slab,Long,Bi2L,9,Fixed,p3,MxMid,20,0.55,0.35,-0.494351829,-0.496328137,0.55,0.4
Both,Slab,Long,Bi2L,9,Fixed,p3,MxMid,25,0.55,0.35,-0.478203832,-0.480811656,0.55,0.4
Both,Slab,Long,Bi2L,9,Fixed,p3,MxMid,30,0.55,0.35,-0.385963849,-0.388143951,0.55,0.4
Both,Slab,Long,Bi2L,9,Fixed,p3,MxEdg,15,0.55,0.35,-0.091603603,-0.103860454,0.55,0.4
Both,Slab,Long,Bi2L,9,Fixed,p3,MxEdg,20,0.55,0.35,0.104196128,0.1659289,0.55,0.4
Both,Slab,Long,Bi2L,9,Fixed,p3,MxEdg,25,0.55,0.35,0.179500198,0.253238356,0.55,0.4
Both,Slab,Long,Bi2L,9,Fixed,p3,MxEdg,30,0.55,0.35,0.268035856,0.243629463,0.55,0.4
Both,Slab,Long,Bi2L,9,Semi,p1,V,15,0.55,0.35,-0.186916143,-0.309206816,0.55,0.4
Both,Slab,Long,Bi2L,9,Semi,p1,V,20,0.55,0.35,-0.072156704,-0.218621888,0.55,0.4
Both,Slab,Long,Bi2L,9,Semi,p1,V,25,0.55,0.35,-0.012966086,-0.157078969,0.55,0.4
Both,Slab,Long,Bi2L,9,Semi,p1,V,30,0.55,0.35,0.044122636,-0.023703867,0.55,0.4
Both,Slab,Long,Bi2L,9,Semi,p1,Mp,15,0.55,0.35,-0.364337063,-0.500791383,0.55,0.4
Both,Slab,Long,Bi2L,9,Semi,p1,Mp,20,0.55,0.35,-0.150426038,-0.229429527,0.55,0.4
Both,Slab,Long,Bi2L,9,Semi,p1,Mp,25,0.55,0.35,-0.045642836,-0.087963571,0.55,0.4
Both,Slab,Long,Bi2L,9,Semi,p1,Mp,30,0.55,0.35,0.033101104,0.070623191,0.55,0.4
Both,Slab,Long,Bi2L,9,Semi,p1,Mn,15,0.55,0.35,0.039806896,-0.149028845,0.55,0.4
Both,Slab,Long,Bi2L,9,Semi,p1,Mn,20,0.55,0.35,0.126505753,0.055960172,0.55,0.4
Both,Slab,Long,Bi2L,9,Semi,p1,Mn,25,0.55,0.35,0.176437239,0.208227963,0.55,0.4
Both,Slab,Long,Bi2L,9,Semi,p1,Mn,30,0.55,0.35,0.243728678,0.210898346,0.55,0.4
Both,Slab,Long,Bi2L,9,Semi,p1,MxMid,15,0.55,0.35,-0.178746787,-0.294051307,0.55,0.4
Both,Slab,Long,Bi2L,9,Semi,p1,MxMid,20,0.55,0.35,-0.075131194,-0.199885843,0.55,0.4
Both,Slab,Long,Bi2L,9,Semi,p1,MxMid,25,0.55,0.35,-0.11620388,-0.262026643,0.55,0.4
Both,Slab,Long,Bi2L,9,Semi,p1,MxMid,30,0.55,0.35,-0.090103064,-0.210954337,0.55,0.4
Both,Slab,Long,Bi2L,9,Semi,p1,MxEdg,15,0.55,0.35,0.059026442,-0.137651996,0.55,0.4
Both,Slab,Long,Bi2L,9,Semi,p1,MxEdg,20,0.55,0.35,0.132349179,0.049199656,0.55,0.4
Both,Slab,Long,Bi2L,9,Semi,p1,MxEdg,25,0.55,0.35,0.173264103,0.204926536,0.55,0.4
Both,Slab,Long,Bi2L,9,Semi,p1,MxEdg,30,0.55,0.35,0.245533681,0.213285978,0.55,0.4
Both,Slab,Long,Bi2L,9,Semi,p2,V,15,0.55,0.35,-0.314524791,-0.380497531,0.55,0.4
Both,Slab,Long,Bi2L,9,Semi,p2,V,20,0.55,0.35,-0.133642219,-0.30017324,0.55,0.4
Both,Slab,Long,Bi2L,9,Semi,p2,V,25,0.55,0.35,-0.076545665,-0.172317207,0.55,0.4
Both,Slab,Long,Bi2L,9,Semi,p2,V,30,0.55,0.35,-0.027860629,-0.020552374,0.55,0.4
Both,Slab,Long,Bi2L,9,Semi,p2,Mp,15,0.55,0.35,-0.488413001,-0.570294329,0.55,0.4
Both,Slab,Long,Bi2L,9,Semi,p2,Mp,20,0.55,0.35,-0.188493023,-0.220927416,0.55,0.4
Both,Slab,Long,Bi2L,9,Semi,p2,Mp,25,0.55,0.35,-0.066866448,-0.09350592,0.55,0.4
Both,Slab,Long,Bi2L,9,Semi,p2,Mp,30,0.55,0.35,0.029225078,0.078904155,0.55,0.4
Both,Slab,Long,Bi2L,9,Semi,p2,Mn,15,0.55,0.35,-0.019557378,-0.093616239,0.55,0.4
Both,Slab,Long,Bi2L,9,Semi,p2,Mn,20,0.55,0.35,0.116330545,0.093586661,0.55,0.4
Both,Slab,Long,Bi2L,9,Semi,p2,Mn,25,0.55,0.35,0.186112338,0.230972135,0.55,0.4
Both,Slab,Long,Bi2L,9,Semi,p2,Mn,30,0.55,0.35,0.256232413,0.226215329,0.55,0.4
Both,Slab,Long,Bi2L,9,Semi,p2,MxMid,15,0.55,0.35,-0.018905954,-0.131615306,0.55,0.4
Both,Slab,Long,Bi2L,9,Semi,p2,MxMid,20,0.55,0.35,0.10364089,-0.139241081,0.55,0.4
Both,Slab,Long,Bi2L,9,Semi,p2,MxMid,25,0.55,0.35,0.03793677,-0.187456303,0.55,0.4
Both,Slab,Long,Bi2L,9,Semi,p2,MxMid,30,0.55,0.35,0.093783763,-0.137474983,0.55,0.4
Both,Slab,Long,Bi2L,9,Semi,p2,MxEdg,15,0.55,0.35,0.060174907,-0.033549491,0.55,0.4
Both,Slab,Long,Bi2L,9,Semi,p2,MxEdg,20,0.55,0.35,0.119159214,0.087427727,0.55,0.4
Both,Slab,Long,Bi2L,9,Semi,p2,MxEdg,25,0.55,0.35,0.186551721,0.226250214,0.55,0.4
Both,Slab,Long,Bi2L,9,Semi,p2,MxEdg,30,0.55,0.35,0.254171102,0.223999249,0.55,0.4
Both,Slab,Long,Bi2L,9,Semi,p3,V,15,0.55,0.35,-0.603046371,-0.610079446,0.55,0.4
Both,Slab,Long,Bi2L,9,Semi,p3,V,20,0.55,0.35,-0.352962912,-0.357657987,0.55,0.4
Both,Slab,Long,Bi2L,9,Semi,p3,V,25,0.55,0.35,-0.189260635,-0.193726394,0.55,0.4
Both,Slab,Long,Bi2L,9,Semi,p3,V,30,0.55,0.35,-0.088174644,-0.030819175,0.55,0.4
Both,Slab,Long,Bi2L,9,Semi,p3,Mp,15,0.55,0.35,-0.489008966,-0.494481224,0.55,0.4
Both,Slab,Long,Bi2L,9,Semi,p3,Mp,20,0.55,0.35,-0.180394491,-0.188609628,0.55,0.4
Both,Slab,Long,Bi2L,9,Semi,p3,Mp,25,0.55,0.35,-0.04572686,0.00921458,0.55,0.4
Both,Slab,Long,Bi2L,9,Semi,p3,Mp,30,0.55,0.35,0.030035518,0.090961508,0.55,0.4
Both,Slab,Long,Bi2L,9,Semi,p3,Mn,15,0.55,0.35,-3.62E-05,0.030293839,0.55,0.4
Both,Slab,Long,Bi2L,9,Semi,p3,Mn,20,0.55,0.35,0.147748032,0.245239736,0.55,0.4
Both,Slab,Long,Bi2L,9,Semi,p3,Mn,25,0.55,0.35,0.203291804,0.255038446,0.55,0.4
Both,Slab,Long,Bi2L,9,Semi,p3,Mn,30,0.55,0.35,0.268923123,0.240292267,0.55,0.4
Both,Slab,Long,Bi2L,9,Semi,p3,MxMid,15,0.55,0.35,-0.642762724,-0.64527146,0.55,0.4
Both,Slab,Long,Bi2L,9,Semi,p3,MxMid,20,0.55,0.35,-0.435688677,-0.438256319,0.55,0.4
Both,Slab,Long,Bi2L,9,Semi,p3,MxMid,25,0.55,0.35,-0.43737039,-0.440198869,0.55,0.4
Both,Slab,Long,Bi2L,9,Semi,p3,MxMid,30,0.55,0.35,-0.366613907,-0.368784207,0.55,0.4
Both,Slab,Long,Bi2L,9,Semi,p3,MxEdg,15,0.55,0.35,0.006858685,0.040714693,0.55,0.4
Both,Slab,Long,Bi2L,9,Semi,p3,MxEdg,20,0.55,0.35,0.164008381,0.257398474,0.55,0.4
Both,Slab,Long,Bi2L,9,Semi,p3,MxEdg,25,0.55,0.35,0.203683455,0.25118402,0.55,0.4
Both,Slab,Long,Bi2L,9,Semi,p3,MxEdg,30,0.55,0.35,0.273499745,0.244278442,0.55,0.4
Both,Slab,Long,Bi4L,18,Fixed,p1,V,15,0.55,0.35,0.431678271,0.109345896,0.55,0.4
Both,Slab,Long,Bi4L,18,Fixed,p1,V,20,0.55,0.35,0.406734538,0.13432488,0.55,0.4
Both,Slab,Long,Bi4L,18,Fixed,p1,V,25,0.55,0.35,0.357250668,0.244328388,0.55,0.4
Both,Slab,Long,Bi4L,18,Fixed,p1,V,30,0.55,0.35,0.311849925,0.212958808,0.55,0.4
Both,Slab,Long,Bi4L,18,Fixed,p1,Mp,15,0.55,0.35,-0.055350595,-0.353757918,0.55,0.4
Both,Slab,Long,Bi4L,18,Fixed,p1,Mp,20,0.55,0.35,0.251619301,-0.120982378,0.55,0.4
Both,Slab,Long,Bi4L,18,Fixed,p1,Mp,25,0.55,0.35,0.15973469,-0.07770879,0.55,0.4
Both,Slab,Long,Bi4L,18,Fixed,p1,Mp,30,0.55,0.35,0.20410724,0.086026746,0.55,0.4
Both,Slab,Long,Bi4L,18,Fixed,p1,Mn,15,0.55,0.35,0.504176566,0.410785516,0.55,0.4
Both,Slab,Long,Bi4L,18,Fixed,p1,Mn,20,0.55,0.35,0.432106556,0.330000681,0.55,0.4
Both,Slab,Long,Bi4L,18,Fixed,p1,Mn,25,0.55,0.35,0.360148167,0.266532748,0.55,0.4
Both,Slab,Long,Bi4L,18,Fixed,p1,Mn,30,0.55,0.35,0.313473608,0.233699482,0.55,0.4
Both,Slab,Long,Bi4L,18,Fixed,p1,MxMid,15,0.55,0.35,0.463223629,0.226067981,0.55,0.4
Both,Slab,Long,Bi4L,18,Fixed,p1,MxMid,20,0.55,0.35,0.49253675,0.265151383,0.55,0.4
Both,Slab,Long,Bi4L,18,Fixed,p1,MxMid,25,0.55,0.35,0.440310895,0.145614304,0.55,0.4
Both,Slab,Long,Bi4L,18,Fixed,p1,MxMid,30,0.55,0.35,0.434326778,0.15762128,0.55,0.4
Both,Slab,Long,Bi4L,18,Fixed,p1,MxEdg,15,0.55,0.35,0.510213598,0.417407333,0.55,0.4
Both,Slab,Long,Bi4L,18,Fixed,p1,MxEdg,20,0.55,0.35,0.431170796,0.330254553,0.55,0.4
Both,Slab,Long,Bi4L,18,Fixed,p1,MxEdg,25,0.55,0.35,0.358338178,0.265726517,0.55,0.4
Both,Slab,Long,Bi4L,18,Fixed,p1,MxEdg,30,0.55,0.35,0.314598461,0.234529682,0.55,0.4
Both,Slab,Long,Bi4L,18,Fixed,p2,V,15,0.55,0.35,0.352235397,-0.01121751,0.55,0.4
Both,Slab,Long,Bi4L,18,Fixed,p2,V,20,0.55,0.35,0.334798528,0.026840228,0.55,0.4
Both,Slab,Long,Bi4L,18,Fixed,p2,V,25,0.55,0.35,0.300932276,0.036598783,0.55,0.4
Both,Slab,Long,Bi4L,18,Fixed,p2,V,30,0.55,0.35,0.267812786,0.041406717,0.55,0.4
Both,Slab,Long,Bi4L,18,Fixed,p2,Mp,15,0.55,0.35,-0.156983459,-0.334595336,0.55,0.4
