Verification type,Type,SubType,Lane configuration,Width,Support,Positioning of internal forces influence line,Action effect,Span,"?Q1,global","?Q2,global","?q,global Class+","?q,global Class","?Q1,local","?Q2,local"
Both,Slab,Long,Bi4L,18,Fixed,p2,Mp,20,0.55,0.35,0.115449775,-0.070363444,0.55,0.4
Both,Slab,Long,Bi4L,18,Fixed,p2,Mp,25,0.55,0.35,0.052333049,-0.155694387,0.55,0.4
Both,Slab,Long,Bi4L,18,Fixed,p2,Mp,30,0.55,0.35,0.202272158,-0.043541044,0.55,0.4
Both,Slab,Long,Bi4L,18,Fixed,p2,Mn,15,0.55,0.35,0.433473023,0.16204836,0.55,0.4
Both,Slab,Long,Bi4L,18,Fixed,p2,Mn,20,0.55,0.35,0.38647378,0.292807603,0.55,0.4
Both,Slab,Long,Bi4L,18,Fixed,p2,Mn,25,0.55,0.35,0.329290665,0.26096457,0.55,0.4
Both,Slab,Long,Bi4L,18,Fixed,p2,Mn,30,0.55,0.35,0.300992591,0.240328614,0.55,0.4
Both,Slab,Long,Bi4L,18,Fixed,p2,MxMid,15,0.55,0.35,0.493297948,0.234427693,0.55,0.4
Both,Slab,Long,Bi4L,18,Fixed,p2,MxMid,20,0.55,0.35,0.556255297,0.227371619,0.55,0.4
Both,Slab,Long,Bi4L,18,Fixed,p2,MxMid,25,0.55,0.35,0.432097624,0.137871568,0.55,0.4
Both,Slab,Long,Bi4L,18,Fixed,p2,MxMid,30,0.55,0.35,0.446521907,0.1634059,0.55,0.4
Both,Slab,Long,Bi4L,18,Fixed,p2,MxEdg,15,0.55,0.35,0.437055662,0.164527855,0.55,0.4
Both,Slab,Long,Bi4L,18,Fixed,p2,MxEdg,20,0.55,0.35,0.388539751,0.29217745,0.55,0.4
Both,Slab,Long,Bi4L,18,Fixed,p2,MxEdg,25,0.55,0.35,0.331958483,0.261429312,0.55,0.4
Both,Slab,Long,Bi4L,18,Fixed,p2,MxEdg,30,0.55,0.35,0.302194134,0.240863672,0.55,0.4
Both,Slab,Long,Bi4L,18,Fixed,p3,V,15,0.55,0.35,-0.033649669,-0.248451846,0.55,0.4
Both,Slab,Long,Bi4L,18,Fixed,p3,V,20,0.55,0.35,0.076469915,-0.10649338,0.55,0.4
Both,Slab,Long,Bi4L,18,Fixed,p3,V,25,0.55,0.35,0.113840086,0.161467446,0.55,0.4
Both,Slab,Long,Bi4L,18,Fixed,p3,V,30,0.55,0.35,0.126305636,0.157022986,0.55,0.4
Both,Slab,Long,Bi4L,18,Fixed,p3,Mp,15,0.55,0.35,-0.310523818,-0.232853806,0.55,0.4
Both,Slab,Long,Bi4L,18,Fixed,p3,Mp,20,0.55,0.35,-0.038767577,-0.041667896,0.55,0.4
Both,Slab,Long,Bi4L,18,Fixed,p3,Mp,25,0.55,0.35,0.046060798,-0.126683028,0.55,0.4
Both,Slab,Long,Bi4L,18,Fixed,p3,Mp,30,0.55,0.35,0.118591746,-0.051515076,0.55,0.4
Both,Slab,Long,Bi4L,18,Fixed,p3,Mn,15,0.55,0.35,0.293313069,0.130996756,0.55,0.4
Both,Slab,Long,Bi4L,18,Fixed,p3,Mn,20,0.55,0.35,0.311184199,0.204670936,0.55,0.4
Both,Slab,Long,Bi4L,18,Fixed,p3,Mn,25,0.55,0.35,0.304880981,0.22256584,0.55,0.4
Both,Slab,Long,Bi4L,18,Fixed,p3,Mn,30,0.55,0.35,0.333764133,0.216662928,0.55,0.4
Both,Slab,Long,Bi4L,18,Fixed,p3,MxMid,15,0.55,0.35,-0.049964887,-0.239088607,0.55,0.4
Both,Slab,Long,Bi4L,18,Fixed,p3,MxMid,20,0.55,0.35,0.118671486,-0.02631875,0.55,0.4
Both,Slab,Long,Bi4L,18,Fixed,p3,MxMid,25,0.55,0.35,0.120356579,0.00528361,0.55,0.4
Both,Slab,Long,Bi4L,18,Fixed,p3,MxMid,30,0.55,0.35,0.162201201,0.066639545,0.55,0.4
Both,Slab,Long,Bi4L,18,Fixed,p3,MxEdg,15,0.55,0.35,0.289848045,0.13413365,0.55,0.4
Both,Slab,Long,Bi4L,18,Fixed,p3,MxEdg,20,0.55,0.35,0.317305119,0.209549159,0.55,0.4
Both,Slab,Long,Bi4L,18,Fixed,p3,MxEdg,25,0.55,0.35,0.305992123,0.228389437,0.55,0.4
Both,Slab,Long,Bi4L,18,Fixed,p3,MxEdg,30,0.55,0.35,0.335118309,0.218256598,0.55,0.4
Both,Slab,Long,Bi4L,18,Semi,p1,V,15,0.55,0.35,0.320566056,0.01053667,0.55,0.4
Both,Slab,Long,Bi4L,18,Semi,p1,V,20,0.55,0.35,0.287977045,0.028515056,0.55,0.4
Both,Slab,Long,Bi4L,18,Semi,p1,V,25,0.55,0.35,0.246967876,0.120061399,0.55,0.4
Both,Slab,Long,Bi4L,18,Semi,p1,V,30,0.55,0.35,0.213346798,0.101979934,0.55,0.4
Both,Slab,Long,Bi4L,18,Semi,p1,Mp,15,0.55,0.35,0.093386355,-0.186918381,0.55,0.4
Both,Slab,Long,Bi4L,18,Semi,p1,Mp,20,0.55,0.35,0.209666626,0.077308712,0.55,0.4
Both,Slab,Long,Bi4L,18,Semi,p1,Mp,25,0.55,0.35,0.192824711,0.095068552,0.55,0.4
Both,Slab,Long,Bi4L,18,Semi,p1,Mp,30,0.55,0.35,0.257706396,0.125559476,0.55,0.4
Both,Slab,Long,Bi4L,18,Semi,p1,Mn,15,0.55,0.35,0.424390018,0.313012652,0.55,0.4
Both,Slab,Long,Bi4L,18,Semi,p1,Mn,20,0.55,0.35,0.354580243,0.259303654,0.55,0.4
Both,Slab,Long,Bi4L,18,Semi,p1,Mn,25,0.55,0.35,0.299238829,0.242999624,0.55,0.4
Both,Slab,Long,Bi4L,18,Semi,p1,Mn,30,0.55,0.35,0.317357951,0.192315447,0.55,0.4
Both,Slab,Long,Bi4L,18,Semi,p1,MxMid,15,0.55,0.35,0.480528155,0.246590679,0.55,0.4
Both,Slab,Long,Bi4L,18,Semi,p1,MxMid,20,0.55,0.35,0.497430651,0.197508741,0.55,0.4
Both,Slab,Long,Bi4L,18,Semi,p1,MxMid,25,0.55,0.35,0.421285413,0.14090328,0.55,0.4
Both,Slab,Long,Bi4L,18,Semi,p1,MxMid,30,0.55,0.35,0.41480192,0.151152391,0.55,0.4
Both,Slab,Long,Bi4L,18,Semi,p1,MxEdg,15,0.55,0.35,0.466087167,0.356035582,0.55,0.4
Both,Slab,Long,Bi4L,18,Semi,p1,MxEdg,20,0.55,0.35,0.353252069,0.261506321,0.55,0.4
Both,Slab,Long,Bi4L,18,Semi,p1,MxEdg,25,0.55,0.35,0.298500586,0.236818157,0.55,0.4
Both,Slab,Long,Bi4L,18,Semi,p1,MxEdg,30,0.55,0.35,0.318877076,0.192856236,0.55,0.4
Both,Slab,Long,Bi4L,18,Semi,p2,V,15,0.55,0.35,0.224215703,-0.114113225,0.55,0.4
Both,Slab,Long,Bi4L,18,Semi,p2,V,20,0.55,0.35,0.221271308,-0.060891309,0.55,0.4
Both,Slab,Long,Bi4L,18,Semi,p2,V,25,0.55,0.35,0.197116254,-0.040821918,0.55,0.4
Both,Slab,Long,Bi4L,18,Semi,p2,V,30,0.55,0.35,0.179168206,0.055412793,0.55,0.4
Both,Slab,Long,Bi4L,18,Semi,p2,Mp,15,0.55,0.35,-0.058847834,-0.303496968,0.55,0.4
Both,Slab,Long,Bi4L,18,Semi,p2,Mp,20,0.55,0.35,0.202654178,-0.081748742,0.55,0.4
Both,Slab,Long,Bi4L,18,Semi,p2,Mp,25,0.55,0.35,0.192597779,-0.031913558,0.55,0.4
Both,Slab,Long,Bi4L,18,Semi,p2,Mp,30,0.55,0.35,0.216060796,0.04557719,0.55,0.4
Both,Slab,Long,Bi4L,18,Semi,p2,Mn,15,0.55,0.35,0.376119523,0.277925575,0.55,0.4
Both,Slab,Long,Bi4L,18,Semi,p2,Mn,20,0.55,0.35,0.32801816,0.259189414,0.55,0.4
Both,Slab,Long,Bi4L,18,Semi,p2,Mn,25,0.55,0.35,0.302122513,0.196312967,0.55,0.4
Both,Slab,Long,Bi4L,18,Semi,p2,Mn,30,0.55,0.35,0.303888407,0.26100713,0.55,0.4
Both,Slab,Long,Bi4L,18,Semi,p2,MxMid,15,0.55,0.35,0.485221347,0.238977704,0.55,0.4
Both,Slab,Long,Bi4L,18,Semi,p2,MxMid,20,0.55,0.35,0.519765345,0.208316956,0.55,0.4
Both,Slab,Long,Bi4L,18,Semi,p2,MxMid,25,0.55,0.35,0.4107761,0.135887613,0.55,0.4
Both,Slab,Long,Bi4L,18,Semi,p2,MxMid,30,0.55,0.35,0.424902075,0.157382624,0.55,0.4
Both,Slab,Long,Bi4L,18,Semi,p2,MxEdg,15,0.55,0.35,0.411454595,0.296215582,0.55,0.4
Both,Slab,Long,Bi4L,18,Semi,p2,MxEdg,20,0.55,0.35,0.326837991,0.262052267,0.55,0.4
Both,Slab,Long,Bi4L,18,Semi,p2,MxEdg,25,0.55,0.35,0.304800004,0.192634721,0.55,0.4
Both,Slab,Long,Bi4L,18,Semi,p2,MxEdg,30,0.55,0.35,0.303289314,0.257179697,0.55,0.4
Both,Slab,Long,Bi4L,18,Semi,p3,V,15,0.55,0.35,-0.056693179,-0.196100961,0.55,0.4
Both,Slab,Long,Bi4L,18,Semi,p3,V,20,0.55,0.35,0.020076598,0.092184209,0.55,0.4
Both,Slab,Long,Bi4L,18,Semi,p3,V,25,0.55,0.35,0.045608,0.094704722,0.55,0.4
Both,Slab,Long,Bi4L,18,Semi,p3,V,30,0.55,0.35,0.055875586,0.093393209,0.55,0.4
Both,Slab,Long,Bi4L,18,Semi,p3,Mp,15,0.55,0.35,-0.085875163,-0.263703328,0.55,0.4
Both,Slab,Long,Bi4L,18,Semi,p3,Mp,20,0.55,0.35,0.099195111,-0.098940627,0.55,0.4
Both,Slab,Long,Bi4L,18,Semi,p3,Mp,25,0.55,0.35,0.140224329,-0.019446669,0.55,0.4
Both,Slab,Long,Bi4L,18,Semi,p3,Mp,30,0.55,0.35,0.170532552,0.050005601,0.55,0.4
Both,Slab,Long,Bi4L,18,Semi,p3,Mn,15,0.55,0.35,0.296622111,0.136379438,0.55,0.4
Both,Slab,Long,Bi4L,18,Semi,p3,Mn,20,0.55,0.35,0.297664604,0.192939362,0.55,0.4
Both,Slab,Long,Bi4L,18,Semi,p3,Mn,25,0.55,0.35,0.330456491,0.21335857,0.55,0.4
Both,Slab,Long,Bi4L,18,Semi,p3,Mn,30,0.55,0.35,0.36532816,0.283595836,0.55,0.4
Both,Slab,Long,Bi4L,18,Semi,p3,MxMid,15,0.55,0.35,0.048540387,-0.137039376,0.55,0.4
Both,Slab,Long,Bi4L,18,Semi,p3,MxMid,20,0.55,0.35,0.157030673,0.015705707,0.55,0.4
Both,Slab,Long,Bi4L,18,Semi,p3,MxMid,25,0.55,0.35,0.148649087,0.037933391,0.55,0.4
Both,Slab,Long,Bi4L,18,Semi,p3,MxMid,30,0.55,0.35,0.17563527,0.082214363,0.55,0.4
Both,Slab,Long,Bi4L,18,Semi,p3,MxEdg,15,0.55,0.35,0.297544626,0.153738707,0.55,0.4
Both,Slab,Long,Bi4L,18,Semi,p3,MxEdg,20,0.55,0.35,0.3130115,0.212112274,0.55,0.4
Both,Slab,Long,Bi4L,18,Semi,p3,MxEdg,25,0.55,0.35,0.332120776,0.221430051,0.55,0.4
Both,Slab,Long,Bi4L,18,Semi,p3,MxEdg,30,0.55,0.35,0.360311602,0.279400476,0.55,0.4
Both,Slab,Short,Uni2L,9,Fixed,p1,V,4,0.55,0.35,-1.030865598,-1.237584473,0.55,0.4
Both,Slab,Short,Uni2L,9,Fixed,p1,V,6,0.55,0.35,-0.359788699,-0.685855939,0.55,0.4
Both,Slab,Short,Uni2L,9,Fixed,p1,V,8,0.55,0.35,-0.02646474,-0.240396134,0.55,0.4
Both,Slab,Short,Uni2L,9,Fixed,p1,V,10,0.55,0.35,0.240076264,-0.030217683,0.55,0.4
Both,Slab,Short,Uni2L,9,Fixed,p1,Mp,4,0.55,0.35,-0.525265861,-0.226584991,0.55,0.4
Both,Slab,Short,Uni2L,9,Fixed,p1,Mp,6,0.55,0.35,-0.726721244,-0.526961286,0.55,0.4
Both,Slab,Short,Uni2L,9,Fixed,p1,Mp,8,0.55,0.35,-0.445132802,-0.720025662,0.55,0.4
Both,Slab,Short,Uni2L,9,Fixed,p1,Mp,10,0.55,0.35,-0.19832016,-0.523017763,0.55,0.4
Both,Slab,Short,Uni2L,9,Fixed,p1,Mn,4,0.55,0.35,-1.116785125,-1.195728831,0.55,0.4
Both,Slab,Short,Uni2L,9,Fixed,p1,Mn,6,0.55,0.35,-0.2495763,-0.489552567,0.55,0.4
Both,Slab,Short,Uni2L,9,Fixed,p1,Mn,8,0.55,0.35,0.275489458,-0.14544304,0.55,0.4
Both,Slab,Short,Uni2L,9,Fixed,p1,Mn,10,0.55,0.35,0.375145792,0.117546891,0.55,0.4
Both,Slab,Short,Uni2L,9,Fixed,p1,MxMid,4,0.55,0.35,-1.404769635,-0.995704561,0.55,0.4
Both,Slab,Short,Uni2L,9,Fixed,p1,MxMid,6,0.55,0.35,-0.794197156,-0.546664292,0.55,0.4
Both,Slab,Short,Uni2L,9,Fixed,p1,MxMid,8,0.55,0.35,-0.214230177,-0.511566463,0.55,0.4
Both,Slab,Short,Uni2L,9,Fixed,p1,MxMid,10,0.55,0.35,0.095005528,-0.266571674,0.55,0.4
Both,Slab,Short,Uni2L,9,Fixed,p1,MxEdg,4,0.55,0.35,-1.114471903,-1.181348075,0.55,0.4
Both,Slab,Short,Uni2L,9,Fixed,p1,MxEdg,6,0.55,0.35,-0.263966132,-0.483735946,0.55,0.4
Both,Slab,Short,Uni2L,9,Fixed,p1,MxEdg,8,0.55,0.35,0.281842008,-0.138726169,0.55,0.4
Both,Slab,Short,Uni2L,9,Fixed,p1,MxEdg,10,0.55,0.35,0.364990074,0.112582666,0.55,0.4
Both,Slab,Short,Uni2L,9,Fixed,p2,V,4,0.55,0.35,-1.296846643,-1.264078783,0.55,0.4
Both,Slab,Short,Uni2L,9,Fixed,p2,V,6,0.55,0.35,-0.733083516,-0.888144763,0.55,0.4
Both,Slab,Short,Uni2L,9,Fixed,p2,V,8,0.55,0.35,-0.296443808,-0.588739371,0.55,0.4
Both,Slab,Short,Uni2L,9,Fixed,p2,V,10,0.55,0.35,-0.061731032,-0.408319922,0.55,0.4
Both,Slab,Short,Uni2L,9,Fixed,p2,Mp,4,0.55,0.35,-0.936412545,-0.994948582,0.55,0.4
Both,Slab,Short,Uni2L,9,Fixed,p2,Mp,6,0.55,0.35,-1.157391837,-1.022553899,0.55,0.4
Both,Slab,Short,Uni2L,9,Fixed,p2,Mp,8,0.55,0.35,-0.896230781,-0.801669669,0.55,0.4
Both,Slab,Short,Uni2L,9,Fixed,p2,Mp,10,0.55,0.35,-0.589920746,-0.892915022,0.55,0.4
Both,Slab,Short,Uni2L,9,Fixed,p2,Mn,4,0.55,0.35,-1.321838221,-1.463757238,0.55,0.4
Both,Slab,Short,Uni2L,9,Fixed,p2,Mn,6,0.55,0.35,-0.708487811,-0.921926287,0.55,0.4
Both,Slab,Short,Uni2L,9,Fixed,p2,Mn,8,0.55,0.35,-0.109691351,-0.459162578,0.55,0.4
Both,Slab,Short,Uni2L,9,Fixed,p2,Mn,10,0.55,0.35,0.25673451,-0.091720442,0.55,0.4
Both,Slab,Short,Uni2L,9,Fixed,p2,MxMid,4,0.55,0.35,0.080811033,-0.176896312,0.55,0.4
Both,Slab,Short,Uni2L,9,Fixed,p2,MxMid,6,0.55,0.35,-0.228595976,-0.485208605,0.55,0.4
Both,Slab,Short,Uni2L,9,Fixed,p2,MxMid,8,0.55,0.35,0.334295791,-0.114284965,0.55,0.4
Both,Slab,Short,Uni2L,9,Fixed,p2,MxMid,10,0.55,0.35,0.422515422,0.104262748,0.55,0.4
Both,Slab,Short,Uni2L,9,Fixed,p2,MxEdg,4,0.55,0.35,-1.283643231,-1.429682717,0.55,0.4
Both,Slab,Short,Uni2L,9,Fixed,p2,MxEdg,6,0.55,0.35,-0.743552897,-0.961821332,0.55,0.4
Both,Slab,Short,Uni2L,9,Fixed,p2,MxEdg,8,0.55,0.35,-0.119389469,-0.471276647,0.55,0.4
Both,Slab,Short,Uni2L,9,Fixed,p2,MxEdg,10,0.55,0.35,0.248519759,-0.101875072,0.55,0.4
Both,Slab,Short,Uni2L,9,Fixed,p3,V,4,0.55,0.35,-1.46655091,-1.462328499,0.55,0.4
Both,Slab,Short,Uni2L,9,Fixed,p3,V,6,0.55,0.35,-1.234971357,-0.872673627,0.55,0.4
Both,Slab,Short,Uni2L,9,Fixed,p3,V,8,0.55,0.35,-0.673952339,-0.503314283,0.55,0.4
Both,Slab,Short,Uni2L,9,Fixed,p3,V,10,0.55,0.35,-0.44868053,-0.570237227,0.55,0.4
Both,Slab,Short,Uni2L,9,Fixed,p3,Mp,4,0.55,0.35,-1.167710467,-1.15963621,0.55,0.4
Both,Slab,Short,Uni2L,9,Fixed,p3,Mp,6,0.55,0.35,-1.228609009,-1.225398748,0.55,0.4
Both,Slab,Short,Uni2L,9,Fixed,p3,Mp,8,0.55,0.35,-0.972836369,-1.011202972,0.55,0.4
Both,Slab,Short,Uni2L,9,Fixed,p3,Mp,10,0.55,0.35,-0.630578659,-0.455667741,0.55,0.4
Both,Slab,Short,Uni2L,9,Fixed,p3,Mn,4,0.55,0.35,-1.338765447,-1.338666715,0.55,0.4
Both,Slab,Short,Uni2L,9,Fixed,p3,Mn,6,0.55,0.35,-0.8165263,-0.531363445,0.55,0.4
Both,Slab,Short,Uni2L,9,Fixed,p3,Mn,8,0.55,0.35,-0.29777985,-0.126469366,0.55,0.4
Both,Slab,Short,Uni2L,9,Fixed,p3,Mn,10,0.55,0.35,0.058549583,-0.123369041,0.55,0.4
Both,Slab,Short,Uni2L,9,Fixed,p3,MxMid,4,0.55,0.35,-1.512605807,-1.509454343,0.55,0.4
Both,Slab,Short,Uni2L,9,Fixed,p3,MxMid,6,0.55,0.35,-0.970945074,-0.991271601,0.55,0.4
Both,Slab,Short,Uni2L,9,Fixed,p3,MxMid,8,0.55,0.35,-0.861592147,-0.996220532,0.55,0.4
Both,Slab,Short,Uni2L,9,Fixed,p3,MxMid,10,0.55,0.35,-0.606144855,-0.720926845,0.55,0.4
Both,Slab,Short,Uni2L,9,Fixed,p3,MxEdg,4,0.55,0.35,-1.383549649,-1.382872258,0.55,0.4
Both,Slab,Short,Uni2L,9,Fixed,p3,MxEdg,6,0.55,0.35,-0.839612911,-0.5441734,0.55,0.4
Both,Slab,Short,Uni2L,9,Fixed,p3,MxEdg,8,0.55,0.35,-0.28205901,-0.110228298,0.55,0.4
Both,Slab,Short,Uni2L,9,Fixed,p3,MxEdg,10,0.55,0.35,0.059409782,-0.123972466,0.55,0.4
Both,Slab,Short,Uni2L,9,Semi,p1,V,4,0.55,0.35,-1.018718025,-1.15777293,0.55,0.4
Both,Slab,Short,Uni2L,9,Semi,p1,V,6,0.55,0.35,-0.377030835,-0.648136415,0.55,0.4
Both,Slab,Short,Uni2L,9,Semi,p1,V,8,0.55,0.35,-0.034466214,-0.358770475,0.55,0.4
Both,Slab,Short,Uni2L,9,Semi,p1,V,10,0.55,0.35,0.115918745,-0.136256871,0.55,0.4
Both,Slab,Short,Uni2L,9,Semi,p1,Mp,4,0.55,0.35,-0.835427284,-0.564035993,0.55,0.4
Both,Slab,Short,Uni2L,9,Semi,p1,Mp,6,0.55,0.35,-0.590826826,-0.832317866,0.55,0.4
Both,Slab,Short,Uni2L,9,Semi,p1,Mp,8,0.55,0.35,-0.298122158,-0.566047471,0.55,0.4
Both,Slab,Short,Uni2L,9,Semi,p1,Mp,10,0.55,0.35,-0.051270084,-0.389823557,0.55,0.4
Both,Slab,Short,Uni2L,9,Semi,p1,Mn,4,0.55,0.35,-1.093946292,-1.062516518,0.55,0.4
Both,Slab,Short,Uni2L,9,Semi,p1,Mn,6,0.55,0.35,-0.223594565,-0.558201246,0.55,0.4
Both,Slab,Short,Uni2L,9,Semi,p1,Mn,8,0.55,0.35,0.226836005,-0.284438777,0.55,0.4
Both,Slab,Short,Uni2L,9,Semi,p1,Mn,10,0.55,0.35,0.28841262,0.065184705,0.55,0.4
Both,Slab,Short,Uni2L,9,Semi,p1,MxMid,4,0.55,0.35,-1.176334678,-0.83933269,0.55,0.4
Both,Slab,Short,Uni2L,9,Semi,p1,MxMid,6,0.55,0.35,-0.457391725,-0.367123502,0.55,0.4
Both,Slab,Short,Uni2L,9,Semi,p1,MxMid,8,0.55,0.35,0.059820064,-0.312654857,0.55,0.4
Both,Slab,Short,Uni2L,9,Semi,p1,MxMid,10,0.55,0.35,0.208393209,-0.133786582,0.55,0.4
Both,Slab,Short,Uni2L,9,Semi,p1,MxEdg,4,0.55,0.35,-1.101438433,-1.082308435,0.55,0.4
Both,Slab,Short,Uni2L,9,Semi,p1,MxEdg,6,0.55,0.35,-0.177643532,-0.519749513,0.55,0.4
Both,Slab,Short,Uni2L,9,Semi,p1,MxEdg,8,0.55,0.35,0.240468884,-0.276928227,0.55,0.4
Both,Slab,Short,Uni2L,9,Semi,p1,MxEdg,10,0.55,0.35,0.28885435,0.074333937,0.55,0.4
Both,Slab,Short,Uni2L,9,Semi,p2,V,4,0.55,0.35,-1.292238415,-1.312625562,0.55,0.4
Both,Slab,Short,Uni2L,9,Semi,p2,V,6,0.55,0.35,-0.607397545,-0.843160084,0.55,0.4
Both,Slab,Short,Uni2L,9,Semi,p2,V,8,0.55,0.35,-0.240447603,-0.532044291,0.55,0.4
Both,Slab,Short,Uni2L,9,Semi,p2,V,10,0.55,0.35,-0.077688829,-0.384710814,0.55,0.4
Both,Slab,Short,Uni2L,9,Semi,p2,Mp,4,0.55,0.35,-1.034221511,-1.149149305,0.55,0.4
Both,Slab,Short,Uni2L,9,Semi,p2,Mp,6,0.55,0.35,-0.909454031,-0.899526545,0.55,0.4
Both,Slab,Short,Uni2L,9,Semi,p2,Mp,8,0.55,0.35,-0.575873648,-0.581326891,0.55,0.4
Both,Slab,Short,Uni2L,9,Semi,p2,Mp,10,0.55,0.35,-0.269578784,-0.573593421,0.55,0.4
Both,Slab,Short,Uni2L,9,Semi,p2,Mn,4,0.55,0.35,-1.291605949,-1.452986197,0.55,0.4
Both,Slab,Short,Uni2L,9,Semi,p2,Mn,6,0.55,0.35,-0.520515982,-0.504731383,0.55,0.4
Both,Slab,Short,Uni2L,9,Semi,p2,Mn,8,0.55,0.35,0.024884978,-0.312705586,0.55,0.4
Both,Slab,Short,Uni2L,9,Semi,p2,Mn,10,0.55,0.35,0.271973145,-0.020316492,0.55,0.4
Both,Slab,Short,Uni2L,9,Semi,p2,MxMid,4,0.55,0.35,-0.648246445,-0.70162005,0.55,0.4
Both,Slab,Short,Uni2L,9,Semi,p2,MxMid,6,0.55,0.35,-0.000417571,-0.341082163,0.55,0.4
Both,Slab,Short,Uni2L,9,Semi,p2,MxMid,8,0.55,0.35,0.396882346,0.050402903,0.55,0.4
Both,Slab,Short,Uni2L,9,Semi,p2,MxMid,10,0.55,0.35,0.474420791,0.186084418,0.55,0.4
Both,Slab,Short,Uni2L,9,Semi,p2,MxEdg,4,0.55,0.35,-1.285591574,-1.462649209,0.55,0.4
Both,Slab,Short,Uni2L,9,Semi,p2,MxEdg,6,0.55,0.35,-0.558971103,-0.857386592,0.55,0.4
Both,Slab,Short,Uni2L,9,Semi,p2,MxEdg,8,0.55,0.35,0.002488401,-0.335048162,0.55,0.4
Both,Slab,Short,Uni2L,9,Semi,p2,MxEdg,10,0.55,0.35,0.292453866,-0.005996528,0.55,0.4
Both,Slab,Short,Uni2L,9,Semi,p3,V,4,0.55,0.35,-1.335051748,-1.34368707,0.55,0.4
Both,Slab,Short,Uni2L,9,Semi,p3,V,6,0.55,0.35,-1.107451646,-0.794086453,0.55,0.4
Both,Slab,Short,Uni2L,9,Semi,p3,V,8,0.55,0.35,-0.679068964,-0.430114778,0.55,0.4
Both,Slab,Short,Uni2L,9,Semi,p3,V,10,0.55,0.35,-0.37330575,-0.508477533,0.55,0.4
Both,Slab,Short,Uni2L,9,Semi,p3,Mp,4,0.55,0.35,-1.2923813,-1.294915411,0.55,0.4
Both,Slab,Short,Uni2L,9,Semi,p3,Mp,6,0.55,0.35,-1.064294225,-1.080355986,0.55,0.4
Both,Slab,Short,Uni2L,9,Semi,p3,Mp,8,0.55,0.35,-0.610467104,-0.445705297,0.55,0.4
Both,Slab,Short,Uni2L,9,Semi,p3,Mp,10,0.55,0.35,-0.386458569,-0.514257919,0.55,0.4
Both,Slab,Short,Uni2L,9,Semi,p3,Mn,4,0.55,0.35,-1.1308925,-1.128349496,0.55,0.4
Both,Slab,Short,Uni2L,9,Semi,p3,Mn,6,0.55,0.35,-0.589928223,-0.393419077,0.55,0.4
Both,Slab,Short,Uni2L,9,Semi,p3,Mn,8,0.55,0.35,-0.144287823,-0.313923616,0.55,0.4
Both,Slab,Short,Uni2L,9,Semi,p3,Mn,10,0.55,0.35,0.160755022,-0.02376398,0.55,0.4
Both,Slab,Short,Uni2L,9,Semi,p3,MxMid,4,0.55,0.35,-1.354212148,-1.354078654,0.55,0.4
Both,Slab,Short,Uni2L,9,Semi,p3,MxMid,6,0.55,0.35,-1.121874186,-0.800755742,0.55,0.4
Both,Slab,Short,Uni2L,9,Semi,p3,MxMid,8,0.55,0.35,-0.688049541,-0.794354381,0.55,0.4
Both,Slab,Short,Uni2L,9,Semi,p3,MxMid,10,0.55,0.35,-0.420017037,-0.569547738,0.55,0.4
Both,Slab,Short,Uni2L,9,Semi,p3,MxEdg,4,0.55,0.35,-1.188933852,-1.18916128,0.55,0.4
Both,Slab,Short,Uni2L,9,Semi,p3,MxEdg,6,0.55,0.35,-0.60625152,-0.409165487,0.55,0.4
Both,Slab,Short,Uni2L,9,Semi,p3,MxEdg,8,0.55,0.35,-0.145528665,-0.318427509,0.55,0.4
Both,Slab,Short,Uni2L,9,Semi,p3,MxEdg,10,0.55,0.35,0.198431071,0.008099637,0.55,0.4
Both,Slab,Short,Bi2L,9,Fixed,p1,V,4,0.55,0.35,-1.217578611,-1.223781274,0.55,0.4
Both,Slab,Short,Bi2L,9,Fixed,p1,V,6,0.55,0.35,-0.80196231,-0.951876891,0.55,0.4
Both,Slab,Short,Bi2L,9,Fixed,p1,V,8,0.55,0.35,-0.553365835,-0.758183253,0.55,0.4
Both,Slab,Short,Bi2L,9,Fixed,p1,V,10,0.55,0.35,-0.435127391,-0.43729593,0.55,0.4
Both,Slab,Short,Bi2L,9,Fixed,p1,Mp,4,0.55,0.35,-0.61710014,-0.614305755,0.55,0.4
Both,Slab,Short,Bi2L,9,Fixed,p1,Mp,6,0.55,0.35,-0.946886945,-0.977035895,0.55,0.4
Both,Slab,Short,Bi2L,9,Fixed,p1,Mp,8,0.55,0.35,-0.893702973,-1.008075521,0.55,0.4
Both,Slab,Short,Bi2L,9,Fixed,p1,Mp,10,0.55,0.35,-0.832339995,-0.83580935,0.55,0.4
Both,Slab,Short,Bi2L,9,Fixed,p1,Mn,4,0.55,0.35,-1.325916854,-1.364267598,0.55,0.4
Both,Slab,Short,Bi2L,9,Fixed,p1,Mn,6,0.55,0.35,-0.955119979,-0.874882799,0.55,0.4
Both,Slab,Short,Bi2L,9,Fixed,p1,Mn,8,0.55,0.35,-0.469080756,-0.63571161,0.55,0.4
Both,Slab,Short,Bi2L,9,Fixed,p1,Mn,10,0.55,0.35,-0.176823645,-0.406829127,0.55,0.4
Both,Slab,Short,Bi2L,9,Fixed,p1,MxMid,4,0.55,0.35,-1.609739365,-1.623905917,0.55,0.4
